"p","vel:0","vel:1","velocity:0","velocity:1","w_he","ids","object_id","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.34935e-02,-1.68497e-02,7.73870e-01,-1.68497e-02,7.73870e-01,2.29522e-01,4007,6,,1.14264e-02,3.88677e-03,-1.92550e-02,0.00000e+00
3.32181e-02,-1.66139e-02,7.70997e-01,-1.66139e-02,7.70997e-01,2.28913e-01,4007,6,,1.14636e-02,3.89943e-03,-1.92200e-02,0.00000e+00
3.29410e-02,-1.63759e-02,7.68104e-01,-1.63759e-02,7.68104e-01,2.28307e-01,10902,6,,1.15008e-02,3.91209e-03,-1.91850e-02,0.00000e+00
3.26580e-02,-1.61315e-02,7.65210e-01,-1.61315e-02,7.65210e-01,2.27703e-01,10902,6,,1.15380e-02,3.92475e-03,-1.91500e-02,0.00000e+00
3.23750e-02,-1.58866e-02,7.62302e-01,-1.58866e-02,7.62302e-01,2.27100e-01,10902,6,,1.15752e-02,3.93741e-03,-1.91150e-02,0.00000e+00
3.20920e-02,-1.56412e-02,7.59379e-01,-1.56412e-02,7.59379e-01,2.26500e-01,10902,6,,1.16125e-02,3.95007e-03,-1.90800e-02,0.00000e+00
3.18184e-02,-1.53983e-02,7.56433e-01,-1.53983e-02,7.56433e-01,2.25903e-01,11809,6,,1.16497e-02,3.96273e-03,-1.90450e-02,0.00000e+00
3.15533e-02,-1.51579e-02,7.53461e-01,-1.51579e-02,7.53461e-01,2.25307e-01,11809,6,,1.16869e-02,3.97539e-03,-1.90100e-02,0.00000e+00
3.12881e-02,-1.49170e-02,7.50469e-01,-1.49170e-02,7.50469e-01,2.24714e-01,11809,6,,1.17241e-02,3.98805e-03,-1.89750e-02,0.00000e+00
3.10230e-02,-1.46758e-02,7.47459e-01,-1.46758e-02,7.47459e-01,2.24123e-01,11809,6,,1.17613e-02,4.00071e-03,-1.89400e-02,0.00000e+00
3.07579e-02,-1.44341e-02,7.44430e-01,-1.44341e-02,7.44430e-01,2.23534e-01,11809,6,,1.17986e-02,4.01337e-03,-1.89050e-02,0.00000e+00
3.04925e-02,-1.41922e-02,7.41384e-01,-1.41922e-02,7.41384e-01,2.22947e-01,10893,6,,1.18358e-02,4.02603e-03,-1.88700e-02,0.00000e+00
3.02375e-02,-1.39518e-02,7.38303e-01,-1.39518e-02,7.38303e-01,2.22363e-01,13508,6,,1.18730e-02,4.03869e-03,-1.88350e-02,0.00000e+00
2.99827e-02,-1.37083e-02,7.35214e-01,-1.37083e-02,7.35214e-01,2.21781e-01,13508,6,,1.19102e-02,4.05135e-03,-1.88000e-02,0.00000e+00
2.97280e-02,-1.34641e-02,7.32115e-01,-1.34641e-02,7.32115e-01,2.21201e-01,13508,6,,1.19474e-02,4.06401e-03,-1.87650e-02,0.00000e+00
2.94732e-02,-1.32192e-02,7.29005e-01,-1.32192e-02,7.29005e-01,2.20623e-01,13508,6,,1.19847e-02,4.07667e-03,-1.87300e-02,0.00000e+00
2.92184e-02,-1.29737e-02,7.25885e-01,-1.29737e-02,7.25885e-01,2.20048e-01,13508,6,,1.20219e-02,4.08933e-03,-1.86950e-02,0.00000e+00
2.89652e-02,-1.27280e-02,7.22752e-01,-1.27280e-02,7.22752e-01,2.19476e-01,13731,6,,1.20591e-02,4.10199e-03,-1.86600e-02,0.00000e+00
2.87291e-02,-1.24876e-02,7.19583e-01,-1.24876e-02,7.19583e-01,2.18906e-01,13731,6,,1.20963e-02,4.11465e-03,-1.86250e-02,0.00000e+00
2.84930e-02,-1.22466e-02,7.16400e-01,-1.22466e-02,7.16400e-01,2.18338e-01,13731,6,,1.21335e-02,4.12731e-03,-1.85900e-02,0.00000e+00
2.82569e-02,-1.20053e-02,7.13201e-01,-1.20053e-02,7.13201e-01,2.17772e-01,13731,6,,1.21708e-02,4.13997e-03,-1.85550e-02,0.00000e+00
2.80208e-02,-1.17635e-02,7.09988e-01,-1.17635e-02,7.09988e-01,2.17209e-01,13731,6,,1.22080e-02,4.15264e-03,-1.85200e-02,0.00000e+00
2.77823e-02,-1.15188e-02,7.06762e-01,-1.15188e-02,7.06762e-01,2.16649e-01,12443,6,,1.22452e-02,4.16530e-03,-1.84850e-02,0.00000e+00
2.75455e-02,-1.12709e-02,7.03529e-01,-1.12709e-02,7.03529e-01,2.16091e-01,1620,6,,1.22824e-02,4.17796e-03,-1.84500e-02,0.00000e+00
2.73237e-02,-1.10272e-02,7.00280e-01,-1.10272e-02,7.00280e-01,2.15535e-01,1620,6,,1.23196e-02,4.19062e-03,-1.84150e-02,0.00000e+00
2.71007e-02,-1.07840e-02,6.97017e-01,-1.07840e-02,6.97017e-01,2.14982e-01,2410,6,,1.23569e-02,4.20328e-03,-1.83800e-02,0.00000e+00
2.68773e-02,-1.05406e-02,6.93746e-01,-1.05406e-02,6.93746e-01,2.14432e-01,2410,6,,1.23941e-02,4.21594e-03,-1.83450e-02,0.00000e+00
2.66540e-02,-1.02968e-02,6.90467e-01,-1.02968e-02,6.90467e-01,2.13885e-01,2410,6,,1.24313e-02,4.22860e-03,-1.83100e-02,0.00000e+00
2.64306e-02,-1.00526e-02,6.87181e-01,-1.00526e-02,6.87181e-01,2.13340e-01,2410,6,,1.24685e-02,4.24126e-03,-1.82750e-02,0.00000e+00
2.62088e-02,-9.80831e-03,6.83885e-01,-9.80831e-03,6.83885e-01,2.12797e-01,944,6,,1.25057e-02,4.25392e-03,-1.82400e-02,0.00000e+00
2.60060e-02,-9.56835e-03,6.80549e-01,-9.56835e-03,6.80549e-01,2.12258e-01,944,6,,1.25430e-02,4.26658e-03,-1.82050e-02,0.00000e+00
2.58031e-02,-9.32819e-03,6.77201e-01,-9.32819e-03,6.77201e-01,2.11721e-01,944,6,,1.25802e-02,4.27924e-03,-1.81700e-02,0.00000e+00
2.56003e-02,-9.08784e-03,6.73841e-01,-9.08784e-03,6.73841e-01,2.11186e-01,944,6,,1.26174e-02,4.29190e-03,-1.81350e-02,0.00000e+00
2.53957e-02,-8.84548e-03,6.70473e-01,-8.84548e-03,6.70473e-01,2.10654e-01,2850,6,,1.26546e-02,4.30456e-03,-1.81000e-02,0.00000e+00
2.51879e-02,-8.59915e-03,6.67108e-01,-8.59915e-03,6.67108e-01,2.10125e-01,2850,6,,1.26918e-02,4.31722e-03,-1.80650e-02,0.00000e+00
2.49801e-02,-8.35207e-03,6.63740e-01,-8.35207e-03,6.63740e-01,2.09599e-01,2850,6,,1.27291e-02,4.32988e-03,-1.80300e-02,0.00000e+00
2.47872e-02,-8.10950e-03,6.60353e-01,-8.10950e-03,6.60353e-01,2.09076e-01,2876,6,,1.27663e-02,4.34254e-03,-1.79950e-02,0.00000e+00
2.46017e-02,-7.86883e-03,6.56953e-01,-7.86883e-03,6.56953e-01,2.08556e-01,2876,6,,1.28035e-02,4.35520e-03,-1.79600e-02,0.00000e+00
2.44162e-02,-7.62751e-03,6.53546e-01,-7.62751e-03,6.53546e-01,2.08039e-01,2876,6,,1.28407e-02,4.36786e-03,-1.79250e-02,0.00000e+00
2.42294e-02,-7.38669e-03,6.50134e-01,-7.38669e-03,6.50134e-01,2.07525e-01,2724,6,,1.28779e-02,4.38052e-03,-1.78900e-02,0.00000e+00
2.40411e-02,-7.14678e-03,6.46717e-01,-7.14678e-03,6.46717e-01,2.07014e-01,2724,6,,1.29151e-02,4.39318e-03,-1.78550e-02,0.00000e+00
2.38529e-02,-6.90650e-03,6.43296e-01,-6.90650e-03,6.43296e-01,2.06506e-01,2724,6,,1.29524e-02,4.40584e-03,-1.78200e-02,0.00000e+00
2.36695e-02,-6.66743e-03,6.39862e-01,-6.66743e-03,6.39862e-01,2.06000e-01,3662,6,,1.29896e-02,4.41851e-03,-1.77850e-02,0.00000e+00
2.35045e-02,-6.43355e-03,6.36392e-01,-6.43355e-03,6.36392e-01,2.05498e-01,3662,6,,1.30268e-02,4.43117e-03,-1.77500e-02,0.00000e+00
2.33395e-02,-6.19856e-03,6.32915e-01,-6.19856e-03,6.32915e-01,2.04999e-01,3662,6,,1.30640e-02,4.44383e-03,-1.77150e-02,0.00000e+00
2.31732e-02,-5.96136e-03,6.29433e-01,-5.96136e-03,6.29433e-01,2.04502e-01,4502,6,,1.31012e-02,4.45649e-03,-1.76800e-02,0.00000e+00
2.30022e-02,-5.71915e-03,6.25956e-01,-5.71915e-03,6.25956e-01,2.04009e-01,4502,6,,1.31385e-02,4.46915e-03,-1.76450e-02,0.00000e+00
2.28311e-02,-5.47581e-03,6.22477e-01,-5.47581e-03,6.22477e-01,2.03519e-01,4502,6,,1.31757e-02,4.48181e-03,-1.76100e-02,0.00000e+00
2.26600e-02,-5.23133e-03,6.18998e-01,-5.23133e-03,6.18998e-01,2.03033e-01,4502,6,,1.32129e-02,4.49447e-03,-1.75750e-02,0.00000e+00
2.25084e-02,-4.99550e-03,6.15495e-01,-4.99550e-03,6.15495e-01,2.02549e-01,5717,6,,1.32501e-02,4.50713e-03,-1.75400e-02,0.00000e+00
2.23582e-02,-4.76000e-03,6.11986e-01,-4.76000e-03,6.11986e-01,2.02069e-01,5717,6,,1.32873e-02,4.51979e-03,-1.75050e-02,0.00000e+00
2.22081e-02,-4.52414e-03,6.08474e-01,-4.52414e-03,6.08474e-01,2.01593e-01,5717,6,,1.33246e-02,4.53245e-03,-1.74700e-02,0.00000e+00
2.20571e-02,-4.28871e-03,6.04959e-01,-4.28871e-03,6.04959e-01,2.01119e-01,4506,6,,1.33618e-02,4.54511e-03,-1.74350e-02,0.00000e+00
2.19037e-02,-4.05535e-03,6.01444e-01,-4.05535e-03,6.01444e-01,2.00649e-01,4506,6,,1.33990e-02,4.55777e-03,-1.74000e-02,0.00000e+00
2.17503e-02,-3.82193e-03,5.97926e-01,-3.82193e-03,5.97926e-01,2.00182e-01,4506,6,,1.34362e-02,4.57043e-03,-1.73650e-02,0.00000e+00
2.16161e-02,-3.59638e-03,5.94371e-01,-3.59638e-03,5.94371e-01,1.99719e-01,5757,6,,1.34734e-02,4.58309e-03,-1.73300e-02,0.00000e+00
2.14842e-02,-3.37154e-03,5.90806e-01,-3.37154e-03,5.90806e-01,1.99258e-01,12152,6,,1.35107e-02,4.59575e-03,-1.72950e-02,0.00000e+00
2.13481e-02,-3.14174e-03,5.87250e-01,-3.14174e-03,5.87250e-01,1.98802e-01,12152,6,,1.35479e-02,4.60841e-03,-1.72600e-02,0.00000e+00
2.12119e-02,-2.91098e-03,5.83694e-01,-2.91098e-03,5.83694e-01,1.98348e-01,12152,6,,1.35851e-02,4.62107e-03,-1.72250e-02,0.00000e+00
2.10757e-02,-2.67925e-03,5.80140e-01,-2.67925e-03,5.80140e-01,1.97898e-01,12152,6,,1.36223e-02,4.63373e-03,-1.71900e-02,0.00000e+00
2.09396e-02,-2.44656e-03,5.76585e-01,-2.44656e-03,5.76585e-01,1.97452e-01,12152,6,,1.36595e-02,4.64639e-03,-1.71550e-02,0.00000e+00
2.08211e-02,-2.22104e-03,5.73008e-01,-2.22104e-03,5.73008e-01,1.97010e-01,13840,6,,1.36968e-02,4.65905e-03,-1.71200e-02,0.00000e+00
2.07056e-02,-1.99651e-03,5.69426e-01,-1.99651e-03,5.69426e-01,1.96571e-01,13840,6,,1.37340e-02,4.67171e-03,-1.70850e-02,0.00000e+00
2.05902e-02,-1.77162e-03,5.65841e-01,-1.77162e-03,5.65841e-01,1.96136e-01,13840,6,,1.37712e-02,4.68438e-03,-1.70500e-02,0.00000e+00
2.04747e-02,-1.54637e-03,5.62255e-01,-1.54637e-03,5.62255e-01,1.95704e-01,13840,6,,1.38084e-02,4.69704e-03,-1.70150e-02,0.00000e+00
2.03565e-02,-1.32365e-03,5.58670e-01,-1.32365e-03,5.58670e-01,1.95275e-01,14087,6,,1.38456e-02,4.70970e-03,-1.69800e-02,0.00000e+00
2.02351e-02,-1.10380e-03,5.55089e-01,-1.10380e-03,5.55089e-01,1.94851e-01,14087,6,,1.38829e-02,4.72236e-03,-1.69450e-02,0.00000e+00
2.01313e-02,-8.93048e-04,5.51470e-01,-8.93048e-04,5.51470e-01,1.94429e-01,14104,6,,1.39201e-02,4.73502e-03,-1.69100e-02,0.00000e+00
2.00280e-02,-6.81263e-04,5.47850e-01,-6.81263e-04,5.47850e-01,1.94011e-01,13646,6,,1.39573e-02,4.74768e-03,-1.68750e-02,0.00000e+00
1.99230e-02,-4.67009e-04,5.44236e-01,-4.67009e-04,5.44236e-01,1.93597e-01,13646,6,,1.39945e-02,4.76034e-03,-1.68400e-02,0.00000e+00
1.98180e-02,-2.52427e-04,5.40625e-01,-2.52427e-04,5.40625e-01,1.93187e-01,13646,6,,1.40317e-02,4.77300e-03,-1.68050e-02,0.00000e+00
1.97130e-02,-3.75197e-05,5.37015e-01,-3.75197e-05,5.37015e-01,1.92781e-01,13646,6,,1.40690e-02,4.78566e-03,-1.67700e-02,0.00000e+00
1.96079e-02,1.77721e-04,5.33408e-01,1.77721e-04,5.33408e-01,1.92378e-01,13646,6,,1.41062e-02,4.79832e-03,-1.67350e-02,0.00000e+00
1.95206e-02,3.84477e-04,5.29775e-01,3.84477e-04,5.29775e-01,1.91979e-01,11263,6,,1.41434e-02,4.81098e-03,-1.67000e-02,0.00000e+00
1.94354e-02,5.90069e-04,5.26137e-01,5.90069e-04,5.26137e-01,1.91583e-01,11263,6,,1.41806e-02,4.82364e-03,-1.66650e-02,0.00000e+00
1.93501e-02,7.95499e-04,5.22499e-01,7.95499e-04,5.22499e-01,1.91192e-01,11263,6,,1.42178e-02,4.83630e-03,-1.66300e-02,0.00000e+00
1.92648e-02,1.00076e-03,5.18860e-01,1.00076e-03,5.18860e-01,1.90804e-01,11263,6,,1.42550e-02,4.84896e-03,-1.65950e-02,0.00000e+00
1.91796e-02,1.20587e-03,5.15219e-01,1.20587e-03,5.15219e-01,1.90419e-01,11263,6,,1.42923e-02,4.86162e-03,-1.65600e-02,0.00000e+00
1.90904e-02,1.40658e-03,5.11584e-01,1.40658e-03,5.11584e-01,1.90038e-01,12363,6,,1.43295e-02,4.87428e-03,-1.65250e-02,0.00000e+00
1.90137e-02,1.59594e-03,5.07922e-01,1.59594e-03,5.07922e-01,1.89661e-01,12700,6,,1.43667e-02,4.88694e-03,-1.64900e-02,0.00000e+00
1.89360e-02,1.78699e-03,5.04267e-01,1.78699e-03,5.04267e-01,1.89287e-01,12700,6,,1.44039e-02,4.89960e-03,-1.64550e-02,0.00000e+00
1.88582e-02,1.97757e-03,5.00613e-01,1.97757e-03,5.00613e-01,1.88917e-01,12700,6,,1.44411e-02,4.91226e-03,-1.64200e-02,0.00000e+00
1.87805e-02,2.16766e-03,4.96960e-01,2.16766e-03,4.96960e-01,1.88551e-01,12700,6,,1.44784e-02,4.92492e-03,-1.63850e-02,0.00000e+00
1.87027e-02,2.35727e-03,4.93309e-01,2.35727e-03,4.93309e-01,1.88189e-01,12700,6,,1.45156e-02,4.93758e-03,-1.63500e-02,0.00000e+00
1.86250e-02,2.54641e-03,4.89658e-01,2.54641e-03,4.89658e-01,1.87830e-01,12700,6,,1.45528e-02,4.95025e-03,-1.63150e-02,0.00000e+00
1.85623e-02,2.72730e-03,4.85984e-01,2.72730e-03,4.85984e-01,1.87474e-01,15486,6,,1.45900e-02,4.96291e-03,-1.62800e-02,0.00000e+00
1.85017e-02,2.90635e-03,4.82306e-01,2.90635e-03,4.82306e-01,1.87122e-01,15486,6,,1.46272e-02,4.97557e-03,-1.62450e-02,0.00000e+00
1.84410e-02,3.08457e-03,4.78628e-01,3.08457e-03,4.78628e-01,1.86774e-01,15486,6,,1.46645e-02,4.98823e-03,-1.62100e-02,0.00000e+00
1.83804e-02,3.26198e-03,4.74949e-01,3.26198e-03,4.74949e-01,1.86429e-01,15486,6,,1.47017e-02,5.00089e-03,-1.61750e-02,0.00000e+00
1.83198e-02,3.43855e-03,4.71269e-01,3.43855e-03,4.71269e-01,1.86087e-01,15486,6,,1.47389e-02,5.01355e-03,-1.61400e-02,0.00000e+00
1.82589e-02,3.61439e-03,4.67588e-01,3.61439e-03,4.67588e-01,1.85749e-01,13939,6,,1.47761e-02,5.02621e-03,-1.61050e-02,0.00000e+00
1.82057e-02,3.77997e-03,4.63897e-01,3.77997e-03,4.63897e-01,1.85414e-01,16292,6,,1.48133e-02,5.03887e-03,-1.60700e-02,0.00000e+00
1.81491e-02,3.93666e-03,4.60208e-01,3.93666e-03,4.60208e-01,1.85082e-01,16292,6,,1.48506e-02,5.05153e-03,-1.60350e-02,0.00000e+00
1.80926e-02,4.09169e-03,4.56519e-01,4.09169e-03,4.56519e-01,1.84754e-01,16292,6,,1.48878e-02,5.06419e-03,-1.60000e-02,0.00000e+00
1.80361e-02,4.24508e-03,4.52831e-01,4.24508e-03,4.52831e-01,1.84428e-01,16292,6,,1.49250e-02,5.07685e-03,-1.59650e-02,0.00000e+00
1.79796e-02,4.39683e-03,4.49144e-01,4.39683e-03,4.49144e-01,1.84106e-01,16292,6,,1.49622e-02,5.08951e-03,-1.59300e-02,0.00000e+00
1.79231e-02,4.54692e-03,4.45457e-01,4.54692e-03,4.45457e-01,1.83787e-01,16292,6,,1.49994e-02,5.10217e-03,-1.58950e-02,0.00000e+00
1.78766e-02,4.69054e-03,4.41752e-01,4.69054e-03,4.41752e-01,1.83470e-01,15754,6,,1.50367e-02,5.11483e-03,-1.58600e-02,0.00000e+00
1.78313e-02,4.83053e-03,4.38042e-01,4.83053e-03,4.38042e-01,1.83157e-01,15754,6,,1.50739e-02,5.12749e-03,-1.58250e-02,0.00000e+00
1.77861e-02,4.96743e-03,4.34332e-01,4.96743e-03,4.34332e-01,1.82846e-01,15754,6,,1.51111e-02,5.14015e-03,-1.57900e-02,0.00000e+00
1.77408e-02,5.10121e-03,4.30619e-01,5.10121e-03,4.30619e-01,1.82538e-01,15754,6,,1.51483e-02,5.15281e-03,-1.57550e-02,0.00000e+00
1.76955e-02,5.23210e-03,4.26905e-01,5.23210e-03,4.26905e-01,1.82233e-01,14469,6,,1.51855e-02,5.16547e-03,-1.57200e-02,0.00000e+00
1.76495e-02,5.36204e-03,4.23193e-01,5.36204e-03,4.23193e-01,1.81930e-01,14469,6,,1.52228e-02,5.17813e-03,-1.56850e-02,0.00000e+00
1.76168e-02,5.47848e-03,4.19460e-01,5.47848e-03,4.19460e-01,1.81630e-01,12711,6,,1.52600e-02,5.19079e-03,-1.56500e-02,0.00000e+00
1.75702e-02,5.58390e-03,4.15745e-01,5.58390e-03,4.15745e-01,1.81332e-01,12711,6,,1.52972e-02,5.20345e-03,-1.56150e-02,0.00000e+00
1.75235e-02,5.68866e-03,4.12030e-01,5.68866e-03,4.12030e-01,1.81036e-01,12711,6,,1.53344e-02,5.21612e-03,-1.55800e-02,0.00000e+00
1.74768e-02,5.79275e-03,4.08314e-01,5.79275e-03,4.08314e-01,1.80741e-01,12711,6,,1.53716e-02,5.22878e-03,-1.55450e-02,0.00000e+00
1.74301e-02,5.89618e-03,4.04597e-01,5.89618e-03,4.04597e-01,1.80448e-01,12711,6,,1.54089e-02,5.24144e-03,-1.55100e-02,0.00000e+00
1.73834e-02,5.99895e-03,4.00880e-01,5.99895e-03,4.00880e-01,1.80157e-01,12711,6,,1.54461e-02,5.25410e-03,-1.54750e-02,0.00000e+00
1.73429e-02,6.09294e-03,3.97147e-01,6.09294e-03,3.97147e-01,1.79868e-01,11842,6,,1.54833e-02,5.26676e-03,-1.54400e-02,0.00000e+00
1.73041e-02,6.18127e-03,3.93407e-01,6.18127e-03,3.93407e-01,1.79580e-01,11842,6,,1.55205e-02,5.27942e-03,-1.54050e-02,0.00000e+00
1.72653e-02,6.26583e-03,3.89663e-01,6.26583e-03,3.89663e-01,1.79293e-01,11842,6,,1.55577e-02,5.29208e-03,-1.53700e-02,0.00000e+00
1.72265e-02,6.34663e-03,3.85917e-01,6.34663e-03,3.85917e-01,1.79008e-01,11842,6,,1.55949e-02,5.30474e-03,-1.53350e-02,0.00000e+00
1.71877e-02,6.42365e-03,3.82167e-01,6.42365e-03,3.82167e-01,1.78724e-01,11842,6,,1.56322e-02,5.31740e-03,-1.53000e-02,0.00000e+00
1.71517e-02,6.49388e-03,3.78412e-01,6.49388e-03,3.78412e-01,1.78441e-01,12461,6,,1.56694e-02,5.33006e-03,-1.52650e-02,0.00000e+00
1.71174e-02,6.55917e-03,3.74651e-01,6.55917e-03,3.74651e-01,1.78158e-01,11793,6,,1.57066e-02,5.34272e-03,-1.52300e-02,0.00000e+00
1.70802e-02,6.62421e-03,3.70898e-01,6.62421e-03,3.70898e-01,1.77876e-01,11793,6,,1.57438e-02,5.35538e-03,-1.51950e-02,0.00000e+00
1.70430e-02,6.68388e-03,3.67140e-01,6.68388e-03,3.67140e-01,1.77593e-01,11793,6,,1.57810e-02,5.36804e-03,-1.51600e-02,0.00000e+00
1.69980e-02,6.72642e-03,3.63387e-01,6.72642e-03,3.63387e-01,1.77309e-01,12178,6,,1.58183e-02,5.38070e-03,-1.51250e-02,0.00000e+00
1.69460e-02,6.75434e-03,3.59639e-01,6.75434e-03,3.59639e-01,1.77025e-01,12178,6,,1.58555e-02,5.39336e-03,-1.50900e-02,0.00000e+00
1.68940e-02,6.77884e-03,3.55887e-01,6.77884e-03,3.55887e-01,1.76741e-01,12178,6,,1.58927e-02,5.40602e-03,-1.50550e-02,0.00000e+00
1.68420e-02,6.79991e-03,3.52130e-01,6.79991e-03,3.52130e-01,1.76456e-01,12178,6,,1.59299e-02,5.41868e-03,-1.50200e-02,0.00000e+00
1.67923e-02,6.81136e-03,3.48362e-01,6.81136e-03,3.48362e-01,1.76171e-01,13754,6,,1.59671e-02,5.43134e-03,-1.49850e-02,0.00000e+00
1.67428e-02,6.81718e-03,3.44591e-01,6.81718e-03,3.44591e-01,1.75884e-01,13754,6,,1.60044e-02,5.44400e-03,-1.49500e-02,0.00000e+00
1.66936e-02,6.81698e-03,3.40815e-01,6.81698e-03,3.40815e-01,1.75597e-01,16120,6,,1.60416e-02,5.45666e-03,-1.49150e-02,0.00000e+00
1.66454e-02,6.80943e-03,3.37034e-01,6.80943e-03,3.37034e-01,1.75307e-01,16120,6,,1.60788e-02,5.46932e-03,-1.48800e-02,0.00000e+00
1.65973e-02,6.79783e-03,3.33248e-01,6.79783e-03,3.33248e-01,1.75015e-01,16120,6,,1.61160e-02,5.48198e-03,-1.48450e-02,0.00000e+00
1.65458e-02,6.78204e-03,3.29463e-01,6.78204e-03,3.29463e-01,1.74720e-01,14644,6,,1.61532e-02,5.49465e-03,-1.48100e-02,0.00000e+00
1.64919e-02,6.75916e-03,3.25678e-01,6.75916e-03,3.25678e-01,1.74422e-01,14644,6,,1.61905e-02,5.50731e-03,-1.47750e-02,0.00000e+00
1.64379e-02,6.72848e-03,3.21886e-01,6.72848e-03,3.21886e-01,1.74121e-01,14644,6,,1.62277e-02,5.51997e-03,-1.47400e-02,0.00000e+00
1.63840e-02,6.68998e-03,3.18089e-01,6.68998e-03,3.18089e-01,1.73817e-01,14644,6,,1.62649e-02,5.53263e-03,-1.47050e-02,0.00000e+00
1.63300e-02,6.64367e-03,3.14286e-01,6.64367e-03,3.14286e-01,1.73509e-01,14644,6,,1.63021e-02,5.54529e-03,-1.46700e-02,0.00000e+00
1.62643e-02,6.57333e-03,3.10492e-01,6.57333e-03,3.10492e-01,1.73198e-01,17579,6,,1.63393e-02,5.55795e-03,-1.46350e-02,0.00000e+00
1.61872e-02,6.49332e-03,3.06709e-01,6.49332e-03,3.06709e-01,1.72884e-01,12712,6,,1.63766e-02,5.57061e-03,-1.46000e-02,0.00000e+00
1.61065e-02,6.40735e-03,3.02929e-01,6.40735e-03,3.02929e-01,1.72566e-01,14382,6,,1.64138e-02,5.58327e-03,-1.45650e-02,0.00000e+00
1.60285e-02,6.31171e-03,2.99139e-01,6.31171e-03,2.99139e-01,1.72242e-01,14382,6,,1.64510e-02,5.59593e-03,-1.45300e-02,0.00000e+00
1.59504e-02,6.20677e-03,2.95340e-01,6.20677e-03,2.95340e-01,1.71912e-01,14382,6,,1.64882e-02,5.60859e-03,-1.44950e-02,0.00000e+00
1.58723e-02,6.09253e-03,2.91531e-01,6.09253e-03,2.91531e-01,1.71577e-01,14382,6,,1.65254e-02,5.62125e-03,-1.44600e-02,0.00000e+00
1.57942e-02,5.96899e-03,2.87714e-01,5.96899e-03,2.87714e-01,1.71236e-01,14382,6,,1.65627e-02,5.63391e-03,-1.44250e-02,0.00000e+00
1.57161e-02,5.83616e-03,2.83887e-01,5.83616e-03,2.83887e-01,1.70888e-01,14382,6,,1.65999e-02,5.64657e-03,-1.43900e-02,0.00000e+00
1.56150e-02,5.70583e-03,2.80098e-01,5.70583e-03,2.80098e-01,1.70535e-01,16711,6,,1.66371e-02,5.65923e-03,-1.43550e-02,0.00000e+00
1.55112e-02,5.56577e-03,2.76306e-01,5.56577e-03,2.76306e-01,1.70175e-01,16711,6,,1.66743e-02,5.67189e-03,-1.43200e-02,0.00000e+00
1.54075e-02,5.41454e-03,2.72506e-01,5.41454e-03,2.72506e-01,1.69809e-01,16711,6,,1.67115e-02,5.68455e-03,-1.42850e-02,0.00000e+00
1.53062e-02,5.24753e-03,2.68696e-01,5.24753e-03,2.68696e-01,1.69436e-01,4365,6,,1.67488e-02,5.69721e-03,-1.42500e-02,0.00000e+00
1.52084e-02,5.06230e-03,2.64874e-01,5.06230e-03,2.64874e-01,1.69056e-01,4365,6,,1.67860e-02,5.70987e-03,-1.42150e-02,0.00000e+00
1.51106e-02,4.86512e-03,2.61044e-01,4.86512e-03,2.61044e-01,1.68666e-01,4365,6,,1.68232e-02,5.72253e-03,-1.41800e-02,0.00000e+00
1.50075e-02,4.65922e-03,2.57216e-01,4.65922e-03,2.57216e-01,1.68268e-01,5351,6,,1.68604e-02,5.73519e-03,-1.41450e-02,0.00000e+00
1.48812e-02,4.45438e-03,2.53427e-01,4.45438e-03,2.53427e-01,1.67862e-01,5351,6,,1.68976e-02,5.74786e-03,-1.41100e-02,0.00000e+00
1.47548e-02,4.23577e-03,2.49631e-01,4.23577e-03,2.49631e-01,1.67446e-01,5351,6,,1.69348e-02,5.76052e-03,-1.40750e-02,0.00000e+00
1.46285e-02,4.00340e-03,2.45829e-01,4.00340e-03,2.45829e-01,1.67021e-01,5351,6,,1.69721e-02,5.77318e-03,-1.40400e-02,0.00000e+00
1.45021e-02,3.75727e-03,2.42020e-01,3.75727e-03,2.42020e-01,1.66587e-01,5351,6,,1.70093e-02,5.78584e-03,-1.40050e-02,0.00000e+00
1.43757e-02,3.49739e-03,2.38204e-01,3.49739e-03,2.38204e-01,1.66144e-01,5351,6,,1.70465e-02,5.79850e-03,-1.39700e-02,0.00000e+00
1.42395e-02,3.20837e-03,2.34395e-01,3.20837e-03,2.34395e-01,1.65692e-01,4416,6,,1.70837e-02,5.81116e-03,-1.39350e-02,0.00000e+00
1.40975e-02,2.89744e-03,2.30585e-01,2.89744e-03,2.30585e-01,1.65230e-01,4416,6,,1.71209e-02,5.82382e-03,-1.39000e-02,0.00000e+00
1.39170e-02,2.58609e-03,2.26855e-01,2.58609e-03,2.26855e-01,1.64760e-01,987,6,,1.71582e-02,5.83648e-03,-1.38650e-02,0.00000e+00
1.37380e-02,2.25949e-03,2.23116e-01,2.25949e-03,2.23116e-01,1.64278e-01,987,6,,1.71954e-02,5.84914e-03,-1.38300e-02,0.00000e+00
1.35590e-02,1.91381e-03,2.19374e-01,1.91381e-03,2.19374e-01,1.63785e-01,987,6,,1.72326e-02,5.86180e-03,-1.37950e-02,0.00000e+00
1.33800e-02,1.54906e-03,2.15631e-01,1.54906e-03,2.15631e-01,1.63282e-01,987,6,,1.72698e-02,5.87446e-03,-1.37600e-02,0.00000e+00
